CONTRATO,ESTADO,estado_final
1697109,CERTIFICADO,✅ Cumplidas
1705089,NO CERTIFICADO,✅ Cumplidas
1705153,CERTIFICADO,✅ Cumplidas
1705281,NO CERTIFICADO,✅ Cumplidas
1732267,CERTIFICADO,✅ Cumplidas
1745809,CERTIFICADO,✅ Cumplidas
1761582,CERTIFICADO,✅ Cumplidas
1770307,CERTIFICADO,✅ Cumplidas
1774462,CERTIFICADO,✅ Cumplidas
1782893,CERTIFICADO,✅ Cumplidas
1785163,CERTIFICADO,✅ Cumplidas
1785256,NO CERTIFICADO,✅ Cumplidas
1786172,CERTIFICADO,✅ Cumplidas
1793056,CERTIFICADO,✅ Cumplidas
1794197,CERTIFICADO,✅ Cumplidas
1794624,NO CERTIFICADO,✅ Cumplidas
1795874,CERTIFICADO,✅ Cumplidas
1803239,CERTIFICADO,✅ Cumplidas
1811081,CERTIFICADO,✅ Cumplidas
1811173,NO CERTIFICADO,✅ Cumplidas
1812546,VISITA NO EFECTIVA,❌ No efectiva
1815507,NO CERTIFICADO,✅ Cumplidas
1823393,CERTIFICADO,✅ Cumplidas
1823850,CERTIFICADO,✅ Cumplidas
1823861,CERTIFICADO,✅ Cumplidas
1823882,CERTIFICADO,✅ Cumplidas
1823885,CERTIFICADO,✅ Cumplidas
1823933,CERTIFICADO,✅ Cumplidas
1823992,NO CERTIFICADO,✅ Cumplidas
1824003,VISITA NO EFECTIVA,❌ No efectiva
1825489,CERTIFICADO,✅ Cumplidas
1827145,CERTIFICADO,✅ Cumplidas
1828620,CERTIFICADO,✅ Cumplidas
1830426,CERTIFICADO,✅ Cumplidas
1831796,CERTIFICADO,✅ Cumplidas
1833830,CERTIFICADO,✅ Cumplidas
1839579,NO CERTIFICADO,✅ Cumplidas
1841048,CERTIFICADO,✅ Cumplidas
1841280,CERTIFICADO,✅ Cumplidas
1841777,CERTIFICADO,✅ Cumplidas
1844397,NO CERTIFICADO,✅ Cumplidas
1844490,CERTIFICADO,✅ Cumplidas
1844510,NO CERTIFICADO,✅ Cumplidas
1850834,CERTIFICADO,✅ Cumplidas
1854509,CERTIFICADO,✅ Cumplidas
1856963,CERTIFICADO,✅ Cumplidas
1862763,CERTIFICADO,✅ Cumplidas
1862850,CERTIFICADO,✅ Cumplidas
1886380,CERTIFICADO,✅ Cumplidas
1888218,CERTIFICADO,✅ Cumplidas
1888772,NO CERTIFICADO,✅ Cumplidas
1889819,CERTIFICADO,✅ Cumplidas
1891459,CERTIFICADO,✅ Cumplidas
1892777,NO CERTIFICADO,✅ Cumplidas
1895068,CERTIFICADO,✅ Cumplidas
1903205,CERTIFICADO,✅ Cumplidas
1905174,NO CERTIFICADO,✅ Cumplidas
1905270,CERTIFICADO,✅ Cumplidas
1905332,CERTIFICADO,✅ Cumplidas
1908882,CERTIFICADO,✅ Cumplidas
1909586,CERTIFICADO,✅ Cumplidas
1910308,CERTIFICADO,✅ Cumplidas
1911162,VISITA NO EFECTIVA,❌ No efectiva
1912459,CERTIFICADO,✅ Cumplidas
1912614,VISITA NO EFECTIVA,❌ No efectiva
1964218,CERTIFICADO,✅ Cumplidas
200656,CERTIFICADO,✅ Cumplidas
203287,VISITA NO EFECTIVA,❌ No efectiva
208241,CERTIFICADO,✅ Cumplidas
208834,CERTIFICADO,✅ Cumplidas
2089761,CERTIFICADO,✅ Cumplidas
209666,CERTIFICADO,✅ Cumplidas
211252,CERTIFICADO,✅ Cumplidas
213351,CERTIFICADO,✅ Cumplidas
216302,VISITA NO EFECTIVA,❌ No efectiva
21753,VISITA NO EFECTIVA,❌ No efectiva
217788,CERTIFICADO,✅ Cumplidas
2191218,NO CERTIFICADO,✅ Cumplidas
220726,NO CERTIFICADO,✅ Cumplidas
222246,CERTIFICADO,✅ Cumplidas
2230186,CERTIFICADO,✅ Cumplidas
226201,CERTIFICADO,✅ Cumplidas
229069,CERTIFICADO,✅ Cumplidas
2292026,CERTIFICADO,✅ Cumplidas
229968,CERTIFICADO,✅ Cumplidas
230154,CERTIFICADO,✅ Cumplidas
233108,CERTIFICADO,✅ Cumplidas
235487,NO CERTIFICADO,✅ Cumplidas
239784,NO CERTIFICADO,✅ Cumplidas
2421369,CERTIFICADO,✅ Cumplidas
242862,NO CERTIFICADO,✅ Cumplidas
2442674,NO CERTIFICADO,✅ Cumplidas
2457257,CERTIFICADO,✅ Cumplidas
246636,CERTIFICADO,✅ Cumplidas
249163,CERTIFICADO,✅ Cumplidas
249191,VISITA NO EFECTIVA,❌ No efectiva
2495468,VISITA NO EFECTIVA,❌ No efectiva
2497010,CERTIFICADO,✅ Cumplidas
2506379,NO CERTIFICADO,✅ Cumplidas
2506380,NO CERTIFICADO,✅ Cumplidas
2506392,CERTIFICADO,✅ Cumplidas
2506395,CERTIFICADO,✅ Cumplidas
2506399,CERTIFICADO,✅ Cumplidas
2506400,CERTIFICADO,✅ Cumplidas
2506406,CERTIFICADO,✅ Cumplidas
2506425,CERTIFICADO,✅ Cumplidas
250739,CERTIFICADO,✅ Cumplidas
2513319,CERTIFICADO,✅ Cumplidas
251372,CERTIFICADO,✅ Cumplidas
251487,CERTIFICADO,✅ Cumplidas
2517862,CERTIFICADO,✅ Cumplidas
2520958,CERTIFICADO,✅ Cumplidas
2522747,CERTIFICADO,✅ Cumplidas
252476,CERTIFICADO,✅ Cumplidas
2531474,CERTIFICADO,✅ Cumplidas
2531476,VISITA NO EFECTIVA,❌ No efectiva
2531477,VISITA NO EFECTIVA,❌ No efectiva
2531489,VISITA NO EFECTIVA,❌ No efectiva
2531495,VISITA NO EFECTIVA,❌ No efectiva
2531496,NO CERTIFICADO,✅ Cumplidas
2531500,VISITA NO EFECTIVA,❌ No efectiva
2531501,VISITA NO EFECTIVA,❌ No efectiva
2531504,VISITA NO EFECTIVA,❌ No efectiva
2531508,VISITA NO EFECTIVA,❌ No efectiva
2531509,CERTIFICADO,✅ Cumplidas
2531511,VISITA NO EFECTIVA,❌ No efectiva
2531512,VISITA NO EFECTIVA,❌ No efectiva
2531513,VISITA NO EFECTIVA,❌ No efectiva
2531521,VISITA NO EFECTIVA,❌ No efectiva
2531522,VISITA NO EFECTIVA,❌ No efectiva
253191,CERTIFICADO,✅ Cumplidas
2536425,NO CERTIFICADO,✅ Cumplidas
2537413,,! Pendiente
2537421,,! Pendiente
2537671,NO CERTIFICADO,✅ Cumplidas
2537854,CERTIFICADO,✅ Cumplidas
2539419,CERTIFICADO,✅ Cumplidas
254095,NO CERTIFICADO,✅ Cumplidas
2542340,CERTIFICADO,✅ Cumplidas
2542348,CERTIFICADO,✅ Cumplidas
2542353,CERTIFICADO,✅ Cumplidas
2542603,CERTIFICADO,✅ Cumplidas
2542620,CERTIFICADO,✅ Cumplidas
2543060,CERTIFICADO,✅ Cumplidas
2543677,CERTIFICADO,✅ Cumplidas
2547446,CERTIFICADO,✅ Cumplidas
254967,CERTIFICADO,✅ Cumplidas
255036,CERTIFICADO,✅ Cumplidas
2552138,NO CERTIFICADO,✅ Cumplidas
2553247,VISITA NO EFECTIVA,❌ No efectiva
2553313,CERTIFICADO,✅ Cumplidas
2555991,CERTIFICADO,✅ Cumplidas
2569127,NO CERTIFICADO,✅ Cumplidas
2570087,CERTIFICADO,✅ Cumplidas
257252,CERTIFICADO,✅ Cumplidas
2572996,NO CERTIFICADO,✅ Cumplidas
2573862,CERTIFICADO,✅ Cumplidas
2574363,CERTIFICADO,✅ Cumplidas
257462,CERTIFICADO,✅ Cumplidas
2574790,NO CERTIFICADO,✅ Cumplidas
2575459,CERTIFICADO,✅ Cumplidas
2581026,CERTIFICADO,✅ Cumplidas
2582777,CERTIFICADO,✅ Cumplidas
2583128,VISITA NO EFECTIVA,❌ No efectiva
2583732,NO CERTIFICADO,✅ Cumplidas
2586313,CERTIFICADO,✅ Cumplidas
2590311,NO CERTIFICADO,✅ Cumplidas
2591640,CERTIFICADO,✅ Cumplidas
259350,CERTIFICADO,✅ Cumplidas
259351,NO CERTIFICADO,✅ Cumplidas
2596269,CERTIFICADO,✅ Cumplidas
259687,CERTIFICADO,✅ Cumplidas
259750,CERTIFICADO,✅ Cumplidas
259918,CERTIFICADO,✅ Cumplidas
260086,CERTIFICADO,✅ Cumplidas
2602879,CERTIFICADO,✅ Cumplidas
260451,CERTIFICADO,✅ Cumplidas
260632,CERTIFICADO,✅ Cumplidas
261252,CERTIFICADO,✅ Cumplidas
262279,CERTIFICADO,✅ Cumplidas
26357,CERTIFICADO,✅ Cumplidas
263704,CERTIFICADO,✅ Cumplidas
264151,CERTIFICADO,✅ Cumplidas
264633,CERTIFICADO,✅ Cumplidas
265866,CERTIFICADO,✅ Cumplidas
265898,CERTIFICADO,✅ Cumplidas
265900,CERTIFICADO,✅ Cumplidas
266262,CERTIFICADO,✅ Cumplidas
266344,CERTIFICADO,✅ Cumplidas
266582,CERTIFICADO,✅ Cumplidas
266583,CERTIFICADO,✅ Cumplidas
267365,CERTIFICADO,✅ Cumplidas
269906,NO CERTIFICADO,✅ Cumplidas
269956,CERTIFICADO,✅ Cumplidas
271752,CERTIFICADO,✅ Cumplidas
271769,CERTIFICADO,✅ Cumplidas
272309,CERTIFICADO,✅ Cumplidas
272578,CERTIFICADO,✅ Cumplidas
273246,CERTIFICADO,✅ Cumplidas
273875,CERTIFICADO,✅ Cumplidas
273876,CERTIFICADO,✅ Cumplidas
274317,CERTIFICADO,✅ Cumplidas
274908,CERTIFICADO,✅ Cumplidas
2766422,NO CERTIFICADO,✅ Cumplidas
276817,NO CERTIFICADO,✅ Cumplidas
277812,CERTIFICADO,✅ Cumplidas
278091,CERTIFICADO,✅ Cumplidas
278173,CERTIFICADO,✅ Cumplidas
279874,CERTIFICADO,✅ Cumplidas
283461,VISITA NO EFECTIVA,❌ No efectiva
283462,VISITA NO EFECTIVA,❌ No efectiva
284465,CERTIFICADO,✅ Cumplidas
2846542,CERTIFICADO,✅ Cumplidas
286198,CERTIFICADO,✅ Cumplidas
287645,CERTIFICADO,✅ Cumplidas
2889827,NO CERTIFICADO,✅ Cumplidas
290404,CERTIFICADO,✅ Cumplidas
29166,VISITA NO EFECTIVA,❌ No efectiva
2931,CERTIFICADO,✅ Cumplidas
2990045,VISITA NO EFECTIVA,❌ No efectiva
2990772,CERTIFICADO,✅ Cumplidas
3026407,CERTIFICADO,✅ Cumplidas
3030,CERTIFICADO,✅ Cumplidas
3087861,CERTIFICADO,✅ Cumplidas
3102337,CERTIFICADO,✅ Cumplidas
310990,CERTIFICADO,✅ Cumplidas
3124490,VISITA NO EFECTIVA,❌ No efectiva
3128873,CERTIFICADO,✅ Cumplidas
3135372,CERTIFICADO,✅ Cumplidas
3163473,CERTIFICADO,✅ Cumplidas
3175577,CERTIFICADO,✅ Cumplidas
3175787,CERTIFICADO,✅ Cumplidas
3176134,CERTIFICADO,✅ Cumplidas
3177071,CERTIFICADO,✅ Cumplidas
3177072,CERTIFICADO,✅ Cumplidas
3177073,CERTIFICADO,✅ Cumplidas
3177074,CERTIFICADO,✅ Cumplidas
3177075,CERTIFICADO,✅ Cumplidas
3177076,CERTIFICADO,✅ Cumplidas
3178460,CERTIFICADO,✅ Cumplidas
3178524,CERTIFICADO,✅ Cumplidas
322501,CERTIFICADO,✅ Cumplidas
3244,CERTIFICADO,✅ Cumplidas
325011,CERTIFICADO,✅ Cumplidas
336015,CERTIFICADO,✅ Cumplidas
357689,VISITA NO EFECTIVA,❌ No efectiva
363548,VISITA NO EFECTIVA,❌ No efectiva
368663,VISITA NO EFECTIVA,❌ No efectiva
368795,CERTIFICADO,✅ Cumplidas
371704,VISITA NO EFECTIVA,❌ No efectiva
374815,VISITA NO EFECTIVA,❌ No efectiva
381981,CERTIFICADO,✅ Cumplidas
382218,VISITA NO EFECTIVA,❌ No efectiva
386322,CERTIFICADO,✅ Cumplidas
399241,CERTIFICADO,✅ Cumplidas
4030,CERTIFICADO,✅ Cumplidas
403951,CERTIFICADO,✅ Cumplidas
405339,CERTIFICADO,✅ Cumplidas
411187,CERTIFICADO,✅ Cumplidas
411321,CERTIFICADO,✅ Cumplidas
412798,CERTIFICADO,✅ Cumplidas
412938,CERTIFICADO,✅ Cumplidas
414209,VISITA NO EFECTIVA,❌ No efectiva
416293,VISITA NO EFECTIVA,❌ No efectiva
417724,VISITA NO EFECTIVA,❌ No efectiva
418617,CERTIFICADO,✅ Cumplidas
429005,CERTIFICADO,✅ Cumplidas
442942,CERTIFICADO,✅ Cumplidas
452529,CERTIFICADO,✅ Cumplidas
452547,CERTIFICADO,✅ Cumplidas
452821,CERTIFICADO,✅ Cumplidas
454226,VISITA NO EFECTIVA,❌ No efectiva
454274,CERTIFICADO,✅ Cumplidas
454380,,! Pendiente
454535,CERTIFICADO,✅ Cumplidas
454648,VISITA NO EFECTIVA,❌ No efectiva
456219,CERTIFICADO,✅ Cumplidas
458011,CERTIFICADO,✅ Cumplidas
462417,CERTIFICADO,✅ Cumplidas
465860,CERTIFICADO,✅ Cumplidas
469509,CERTIFICADO,✅ Cumplidas
471381,NO CERTIFICADO,✅ Cumplidas
474171,CERTIFICADO,✅ Cumplidas
475683,CERTIFICADO,✅ Cumplidas
476172,CERTIFICADO,✅ Cumplidas
476194,NO CERTIFICADO,✅ Cumplidas
478649,NO CERTIFICADO,✅ Cumplidas
479137,NO CERTIFICADO,✅ Cumplidas
480442,CERTIFICADO,✅ Cumplidas
481094,CERTIFICADO,✅ Cumplidas
483647,CERTIFICADO,✅ Cumplidas
484137,CERTIFICADO,✅ Cumplidas
485735,CERTIFICADO,✅ Cumplidas
486382,CERTIFICADO,✅ Cumplidas
487745,CERTIFICADO,✅ Cumplidas
490039,VISITA NO EFECTIVA,❌ No efectiva
493986,CERTIFICADO,✅ Cumplidas
494581,CERTIFICADO,✅ Cumplidas
497701,CERTIFICADO,✅ Cumplidas
497836,CERTIFICADO,✅ Cumplidas
498175,CERTIFICADO,✅ Cumplidas
499863,CERTIFICADO,✅ Cumplidas
500541,CERTIFICADO,✅ Cumplidas
500786,CERTIFICADO,✅ Cumplidas
500791,CERTIFICADO,✅ Cumplidas
501004,NO CERTIFICADO,✅ Cumplidas
501164,CERTIFICADO,✅ Cumplidas
501965,CERTIFICADO,✅ Cumplidas
504547,CERTIFICADO,✅ Cumplidas
506106,CERTIFICADO,✅ Cumplidas
507742,CERTIFICADO,✅ Cumplidas
507746,CERTIFICADO,✅ Cumplidas
508618,,! Pendiente
508715,CERTIFICADO,✅ Cumplidas
509408,CERTIFICADO,✅ Cumplidas
510369,CERTIFICADO,✅ Cumplidas
511334,CERTIFICADO,✅ Cumplidas
513497,CERTIFICADO,✅ Cumplidas
513513,VISITA NO EFECTIVA,❌ No efectiva
515004,CERTIFICADO,✅ Cumplidas
515514,CERTIFICADO,✅ Cumplidas
516415,CERTIFICADO,✅ Cumplidas
518013,NO CERTIFICADO,✅ Cumplidas
523583,CERTIFICADO,✅ Cumplidas
529621,CERTIFICADO,✅ Cumplidas
529693,CERTIFICADO,✅ Cumplidas
529813,CERTIFICADO,✅ Cumplidas
530888,CERTIFICADO,✅ Cumplidas
534860,CERTIFICADO,✅ Cumplidas
543799,CERTIFICADO,✅ Cumplidas
547305,CERTIFICADO,✅ Cumplidas
548103,CERTIFICADO,✅ Cumplidas
5677,CERTIFICADO,✅ Cumplidas
57156,CERTIFICADO,✅ Cumplidas
58668,CERTIFICADO,✅ Cumplidas
58814,CERTIFICADO,✅ Cumplidas
588439,CERTIFICADO,✅ Cumplidas
60707,CERTIFICADO,✅ Cumplidas
610158,VISITA NO EFECTIVA,❌ No efectiva
61599,CERTIFICADO,✅ Cumplidas
616402,NO CERTIFICADO,✅ Cumplidas
616415,CERTIFICADO,✅ Cumplidas
61940,CERTIFICADO,✅ Cumplidas
622868,CERTIFICADO,✅ Cumplidas
639944,CERTIFICADO,✅ Cumplidas
643712,CERTIFICADO,✅ Cumplidas
650083,CERTIFICADO,✅ Cumplidas
653007,CERTIFICADO,✅ Cumplidas
654653,NO CERTIFICADO,✅ Cumplidas
658535,CERTIFICADO,✅ Cumplidas
658809,VISITA NO EFECTIVA,❌ No efectiva
66819,CERTIFICADO,✅ Cumplidas
669711,NO CERTIFICADO,✅ Cumplidas
674236,CERTIFICADO,✅ Cumplidas
675498,CERTIFICADO,✅ Cumplidas
678577,CERTIFICADO,✅ Cumplidas
680714,VISITA NO EFECTIVA,❌ No efectiva
683093,CERTIFICADO,✅ Cumplidas
6838,CERTIFICADO,✅ Cumplidas
684206,CERTIFICADO,✅ Cumplidas
687804,CERTIFICADO,✅ Cumplidas
688823,CERTIFICADO,✅ Cumplidas
690376,CERTIFICADO,✅ Cumplidas
692532,CERTIFICADO,✅ Cumplidas
695988,CERTIFICADO,✅ Cumplidas
697210,CERTIFICADO,✅ Cumplidas
698572,CERTIFICADO,✅ Cumplidas
698909,NO CERTIFICADO,✅ Cumplidas
699171,VISITA NO EFECTIVA,❌ No efectiva
700883,CERTIFICADO,✅ Cumplidas
701222,CERTIFICADO,✅ Cumplidas
706814,CERTIFICADO,✅ Cumplidas
706838,CERTIFICADO,✅ Cumplidas
708993,NO CERTIFICADO,✅ Cumplidas
709003,CERTIFICADO,✅ Cumplidas
710505,CERTIFICADO,✅ Cumplidas
7156,CERTIFICADO,✅ Cumplidas
76169,VISITA NO EFECTIVA,❌ No efectiva
763810,CERTIFICADO,✅ Cumplidas
82367,CERTIFICADO,✅ Cumplidas
840445,CERTIFICADO,✅ Cumplidas
850393,VISITA NO EFECTIVA,❌ No efectiva
851261,CERTIFICADO,✅ Cumplidas
853307,CERTIFICADO,✅ Cumplidas
853736,CERTIFICADO,✅ Cumplidas
854851,CERTIFICADO,✅ Cumplidas
859450,CERTIFICADO,✅ Cumplidas
861358,CERTIFICADO,✅ Cumplidas
864158,CERTIFICADO,✅ Cumplidas
864188,CERTIFICADO,✅ Cumplidas
865113,CERTIFICADO,✅ Cumplidas
865451,CERTIFICADO,✅ Cumplidas
865501,CERTIFICADO,✅ Cumplidas
865633,NO CERTIFICADO,✅ Cumplidas
865639,CERTIFICADO,✅ Cumplidas
867568,CERTIFICADO,✅ Cumplidas
868288,CERTIFICADO,✅ Cumplidas
869273,CERTIFICADO,✅ Cumplidas
869894,NO CERTIFICADO,✅ Cumplidas
869955,CERTIFICADO,✅ Cumplidas
870837,CERTIFICADO,✅ Cumplidas
871362,CERTIFICADO,✅ Cumplidas
871416,CERTIFICADO,✅ Cumplidas
871715,CERTIFICADO,✅ Cumplidas
871796,CERTIFICADO,✅ Cumplidas
871799,CERTIFICADO,✅ Cumplidas
871820,CERTIFICADO,✅ Cumplidas
872201,NO CERTIFICADO,✅ Cumplidas
872975,CERTIFICADO,✅ Cumplidas
873311,CERTIFICADO,✅ Cumplidas
87526,CERTIFICADO,✅ Cumplidas
876187,NO CERTIFICADO,✅ Cumplidas
877836,NO CERTIFICADO,✅ Cumplidas
878425,VISITA NO EFECTIVA,❌ No efectiva
881193,CERTIFICADO,✅ Cumplidas
882010,CERTIFICADO,✅ Cumplidas
887155,CERTIFICADO,✅ Cumplidas
887871,CERTIFICADO,✅ Cumplidas
892527,CERTIFICADO,✅ Cumplidas
89559,CERTIFICADO,✅ Cumplidas
89590,CERTIFICADO,✅ Cumplidas
92625,CERTIFICADO,✅ Cumplidas
933166,CERTIFICADO,✅ Cumplidas
954061,CERTIFICADO,✅ Cumplidas
970829,CERTIFICADO,✅ Cumplidas
98126,CERTIFICADO,✅ Cumplidas
11144205814,EJECUTADA(cumple),✅ Cumplidas
1062306770,EJECUTADA(cumple),✅ Cumplidas
3179971,VISITA NO EFECTIVA,❌ No efectiva
1113513577,EJECUTADA(cumple),✅ Cumplidas
18394523,EJECUTADA(cumple),✅ Cumplidas
10366023688,EJECUTADA(cumple),✅ Cumplidas
16496699,EJECUTADA(cumple),✅ Cumplidas
1112222486,EJECUTADA(cumple),✅ Cumplidas
1116277375,EJECUTADA(cumple),✅ Cumplidas
2537795,Con Hallazgos,! Pendiente
738824,EJECUTADA(cumple),✅ Cumplidas
1016016255,EJECUTADA(cumple),✅ Cumplidas
6407642,EJECUTADA(cumple),✅ Cumplidas
1069746789,EJECUTADA(cumple),✅ Cumplidas
111209899,EJECUTADA(cumple),✅ Cumplidas
3178024,CERTIFICADO,✅ Cumplidas
1130630449,EJECUTADA(cumple),✅ Cumplidas
710224,CERTIFICADO,✅ Cumplidas
1234,VISITA NO EFECTIVA,❌ No efectiva
94391829,EJECUTADA(cumple),✅ Cumplidas
3175157,CERTIFICADO,✅ Cumplidas
1107092111,EJECUTADA(cumple),✅ Cumplidas
1144185342,EJECUTADA(cumple),✅ Cumplidas
318917,CERTIFICADO,✅ Cumplidas
1113667632,EJECUTADA(cumple),✅ Cumplidas
16793598,EJECUTADA(cumple),✅ Cumplidas
57439075,EJECUTADA(cumple),✅ Cumplidas
94537930,EJECUTADA(cumple),✅ Cumplidas
1230595,CERTIFICADO,✅ Cumplidas
29836,CERTIFICADO,✅ Cumplidas
1366513,CERTIFICADO,✅ Cumplidas
1107243,NO CERTIFICADO,✅ Cumplidas
1230170,CERTIFICADO,✅ Cumplidas
1356670,CERTIFICADO,✅ Cumplidas
14635461,EJECUTADA(cumple),✅ Cumplidas
1230722,CERTIFICADO,✅ Cumplidas
97436224,EJECUTADA(cumple),✅ Cumplidas
94418,CERTIFICADO,✅ Cumplidas
480362,CERTIFICADO,✅ Cumplidas
20281,NO CERTIFICADO,✅ Cumplidas
1147211,CERTIFICADO,✅ Cumplidas
1824335,CERTIFICADO,✅ Cumplidas
2202799,CERTIFICADO,✅ Cumplidas
517203,CERTIFICADO,✅ Cumplidas
578278,CERTIFICADO,✅ Cumplidas
2535579,CERTIFICADO,✅ Cumplidas
1923047,CERTIFICADO,✅ Cumplidas
696059,CERTIFICADO,✅ Cumplidas
373021,NO CERTIFICADO,✅ Cumplidas
1040495,CERTIFICADO,✅ Cumplidas
2305732,VISITA NO EFECTIVA,❌ No efectiva
1091576,CERTIFICADO,✅ Cumplidas
1230612,NO CERTIFICADO,✅ Cumplidas
1758669,VISITA NO EFECTIVA,❌ No efectiva
1105788,CERTIFICADO,✅ Cumplidas
3163945,CERTIFICADO,✅ Cumplidas
2520757,NO CERTIFICADO,✅ Cumplidas
244536,CERTIFICADO,✅ Cumplidas
705926,CERTIFICADO,✅ Cumplidas
1370845,CERTIFICADO,✅ Cumplidas
2506334,CERTIFICADO,✅ Cumplidas
480570,CERTIFICADO,✅ Cumplidas
3019909,CERTIFICADO,✅ Cumplidas
1373529,CERTIFICADO,✅ Cumplidas
1239422,CERTIFICADO,✅ Cumplidas
611721,CERTIFICADO,✅ Cumplidas
702177,CERTIFICADO,✅ Cumplidas
2422806,NO CERTIFICADO,✅ Cumplidas
2533905,CERTIFICADO,✅ Cumplidas
532831,CERTIFICADO,✅ Cumplidas
245466,CERTIFICADO,✅ Cumplidas
1233801,CERTIFICADO,✅ Cumplidas
290685,CERTIFICADO,✅ Cumplidas
1231596,CERTIFICADO,✅ Cumplidas
2431475,CERTIFICADO,✅ Cumplidas
283975,NO CERTIFICADO,✅ Cumplidas
414828,CERTIFICADO,✅ Cumplidas
13370,CERTIFICADO,✅ Cumplidas
656594,CERTIFICADO,✅ Cumplidas
870299,CERTIFICADO,✅ Cumplidas
2886674,CERTIFICADO,✅ Cumplidas
206210,CERTIFICADO,✅ Cumplidas
254865,CERTIFICADO,✅ Cumplidas
375248,CERTIFICADO,✅ Cumplidas
1809384,CERTIFICADO,✅ Cumplidas
16502252,EJECUTADA(cumple),✅ Cumplidas
3178731,CERTIFICADO,✅ Cumplidas
1123016,CERTIFICADO,✅ Cumplidas
1387633,CERTIFICADO,✅ Cumplidas
2920947,CERTIFICADO,✅ Cumplidas
1006053537,EJECUTADA(cumple),✅ Cumplidas
485081,CERTIFICADO,✅ Cumplidas
285804,VISITA NO EFECTIVA,❌ No efectiva
20062,CERTIFICADO,✅ Cumplidas
683673,CERTIFICADO,✅ Cumplidas
1690590,VISITA NO EFECTIVA,❌ No efectiva
710219,CERTIFICADO,✅ Cumplidas
1232120,CERTIFICADO,✅ Cumplidas
245073,VISITA NO EFECTIVA,❌ No efectiva
1360092,NO CERTIFICADO,✅ Cumplidas
473864,CERTIFICADO,✅ Cumplidas
538708,CERTIFICADO,✅ Cumplidas
457014,CERTIFICADO,✅ Cumplidas
265906,CERTIFICADO,✅ Cumplidas
1112961,CERTIFICADO,✅ Cumplidas
406099,VISITA NO EFECTIVA,❌ No efectiva
1824311,NO CERTIFICADO,✅ Cumplidas
1931099,CERTIFICADO,✅ Cumplidas
856541,CERTIFICADO,✅ Cumplidas
859539,CERTIFICADO,✅ Cumplidas
1805525,CERTIFICADO,✅ Cumplidas
503673,CERTIFICADO,✅ Cumplidas
871863,CERTIFICADO,✅ Cumplidas
1220470,,! Pendiente
1241480,CERTIFICADO,✅ Cumplidas
2542612,CERTIFICADO,✅ Cumplidas
2533681,CERTIFICADO,✅ Cumplidas
1695646,VISITA NO EFECTIVA,❌ No efectiva
1032051,CERTIFICADO,✅ Cumplidas
2498492,CERTIFICADO,✅ Cumplidas
281192,CERTIFICADO,✅ Cumplidas
1230591,CERTIFICADO,✅ Cumplidas
1117841,CERTIFICADO,✅ Cumplidas
367851,CERTIFICADO,✅ Cumplidas
865647,CERTIFICADO,✅ Cumplidas
2575986,CERTIFICADO,✅ Cumplidas
697408,CERTIFICADO,✅ Cumplidas
287085,NO CERTIFICADO,✅ Cumplidas
254861,CERTIFICADO,✅ Cumplidas
1874649,CERTIFICADO,✅ Cumplidas
2506321,CERTIFICADO,✅ Cumplidas
283186,CERTIFICADO,✅ Cumplidas
246201,CERTIFICADO,✅ Cumplidas
290457,CERTIFICADO,✅ Cumplidas
1096113,CERTIFICADO,✅ Cumplidas
1036501,CERTIFICADO,✅ Cumplidas
363426,VISITA NO EFECTIVA,❌ No efectiva
1805573,CERTIFICADO,✅ Cumplidas
479592,CERTIFICADO,✅ Cumplidas
1163640,CERTIFICADO,✅ Cumplidas
1868761,CERTIFICADO,✅ Cumplidas
12630,VISITA NO EFECTIVA,❌ No efectiva
1824235,CERTIFICADO,✅ Cumplidas
321554,CERTIFICADO,✅ Cumplidas
1101296,CERTIFICADO,✅ Cumplidas
264872,CERTIFICADO,✅ Cumplidas
2291999,CERTIFICADO,✅ Cumplidas
897779,NO CERTIFICADO,✅ Cumplidas
218332,CERTIFICADO,✅ Cumplidas
273227,CERTIFICADO,✅ Cumplidas
879833,CERTIFICADO,✅ Cumplidas
518404,CERTIFICADO,✅ Cumplidas
1219955,,! Pendiente
3160150,CERTIFICADO,✅ Cumplidas
2537252,VISITA NO EFECTIVA,❌ No efectiva
2575944,CERTIFICADO,✅ Cumplidas
261623,CERTIFICADO,✅ Cumplidas
1806918,CERTIFICADO,✅ Cumplidas
284648,CERTIFICADO,✅ Cumplidas
605423,CERTIFICADO,✅ Cumplidas
2567990,CERTIFICADO,✅ Cumplidas
498122,CERTIFICADO,✅ Cumplidas
288512,CERTIFICADO,✅ Cumplidas
227773,CERTIFICADO,✅ Cumplidas
1223954,CERTIFICADO,✅ Cumplidas
879802,VISITA NO EFECTIVA,❌ No efectiva
462450,CERTIFICADO,✅ Cumplidas
1091383,CERTIFICADO,✅ Cumplidas
2506345,CERTIFICADO,✅ Cumplidas
500312,CERTIFICADO,✅ Cumplidas
1356126,CERTIFICADO,✅ Cumplidas
1900517,NO CERTIFICADO,✅ Cumplidas
266768,NO CERTIFICADO,✅ Cumplidas
1116126,CERTIFICADO,✅ Cumplidas
1913945,NO CERTIFICADO,✅ Cumplidas
1367628,VISITA NO EFECTIVA,❌ No efectiva
9001,CERTIFICADO,✅ Cumplidas
1920277,CERTIFICADO,✅ Cumplidas
656370,CERTIFICADO,✅ Cumplidas
